name,address,website,phone_number,reviews_count,reviews_average,store_shopping,in_store_pickup,store_delivery,place_type,opens_at,introduction,search_city
Frozen Rooster,"6200 Grand River Blvd E Suite 354, Leeds, AL 35094, United States",thefrozenrooster.com,+1 205-699-7875,192,4.2,No,No,Yes,Chicken wings restaurant, · Closes 8PM,None Found,Leeds
El Compa Taco Truck,,elcompataco.com,+1 205-352-5282,41,4.8,No,No,No,Mobile caterer, · Closes 9PM,None Found,Leeds
The Backyard with Neighbors Brew & Pies and Saw's BBQ Leeds,"6200 Grand River Blvd E Suite 510, Leeds, AL 35094, United States",backyardleeds.com,+1 205-352-9180,318,3.9,No,No,Yes,Brewpub,Open · Closes 10PM,None Found,Leeds
Brookwood BBQ Cafe,"10001 Covered Bridge Rd, Brookwood, AL 35444, United States",,+1 205-553-3991,139,4.1,No,No,No,American restaurant, · Opens 9AM Mon,None Found,Brookwood
Food Traffik (Food Truck),"D1, 6614 Alabama Hwy 69 S, Tuscaloosa, AL 35405, United States",,,1,5.0,No,No,No,Fast food restaurant,,None Found,Brookwood
Big Tasty Food Truck,,big-tasty.ueniweb.com,+1 205-394-2024,13,3.8,No,No,No,Mobile caterer, · Closes 5PM,None Found,Brookwood
Dos Hermanos (Taco Truck),"221 W Valley Ave, Birmingham, AL 35209, United States",facebook.com,,631,4.8,No,No,Yes,Mexican restaurant, · Opens 9AM Sat,None Found,Brookwood
Nett's Kitchen,"1310 E Nashville Ave, Atmore, AL 36502, United States",,+1 251-321-0317,332,4.6,No,No,Yes,American restaurant, · Closes 9PM,None Found,Atmore
The Cajun Boiling Spot LLC,"310 Trammell St, Atmore, AL 36502, United States",,+1 251-368-2645,107,4.5,No,No,Yes,Cajun restaurant, · Closes 8PM,None Found,Atmore
The Cajun Boiling Spot LLC,"310 Trammell St, Atmore, AL 36502, United States",mcdonalds.com,+1 251-368-9753,2189,2.9,No,No,Yes,Fast food restaurant,Open · Closes 12AM,"Classic, long-running fast-food chain known for its burgers & fries.",Atmore
McDonald's,"5995 AL-21, Atmore, AL 36502, United States",mcdonalds.com,+1 251-368-9753,2189,2.9,No,No,Yes,Fast food restaurant,Open · Closes 12AM,"Classic, long-running fast-food chain known for its burgers & fries.",Atmore
What's Cluckin LLC (Bay Minette),"718 McMeans Ave, Bay Minette, AL 36507, United States",whatscluckinwings.com,+1 251-239-8393,115,4.2,No,Yes,Yes,Chicken restaurant, · Closes 8PM,None Found,Bay Minette
Street's Seafood Restaurant,"251 US-31, Bay Minette, AL 36507, United States",,+1 251-937-2664,1572,4.1,No,No,Yes,Buffet restaurant, · Closes 8:30PM,None Found,Bay Minette
Rob’s Catering Co LLC,,big-robs-smoked-meatsllc.square.site,+1 251-214-6734,11,5.0,No,No,No,Caterer,Open 24 hours,None Found,Bay Minette
Not Guilty Seafood,"20 Hand Ave, Bay Minette, AL 36507, United States",notguiltyseafood.com,+1 251-239-8088,3,5.0,No,No,No,Seafood restaurant,,None Found,Bay Minette
Circle K | Truck Stop,"49980 AL-225, Bay Minette, AL 36507, United States",circlek.com,+1 855-276-1947,4,4.0,No,No,No,Truck stop,,None Found,Bay Minette
Coastal Bay Nutrition,"2106 US-31, Bay Minette, AL 36507, United States",botanicbayblooms.com,+1 251-305-5072,48,4.3,No,No,Yes,Juice shop, · Closes 5PM,None Found,Bay Minette
Hardee's,"701 D'Olive St, Bay Minette, AL 36507, United States",locations.hardees.com,+1 251-937-2378,573,3.4,No,No,Yes,Fast food restaurant,Open · Closes 8PM,"Fast-food chain serving fried chicken, big burgers & made-from-scratch breakfast biscuits.",Bay Minette
Burger King,"700 McMeans Ave, Bay Minette, AL 36507, United States",burgerking.com,+1 251-236-8679,491,3.2,No,No,Yes,Fast food restaurant,Open · Closes 1AM,"Well-known fast-food chain serving grilled burgers, fries & shakes.",Bay Minette
Lion’s Head Truck & Trailer Wash,"691 Veterans Blvd, Brundidge, AL 36010, United States",,+1 334-672-2572,215,4.8,No,No,No,Car wash, · Closes 4:30PM,None Found,Brundidge
Southern Classic Food Group,"1000 magnolia blvd, Brundidge, AL 36010, United States",,,21,4.4,No,No,No,Warehouse,,None Found,Brundidge
Monarcas,"116 S Main St, Brundidge, AL 36010, United States",,+1 334-536-0409,77,4.9,No,No,Yes,Mexican restaurant, · Closes 9:30PM,None Found,Brundidge
Walmart truck entrance,"959 Sara G Lott Blvd, Brundidge, AL 36010, United States",,+1 334-735-6060,68,2.8,No,No,No,Warehouse,,None Found,Brundidge
Nana’s Southern Soulfood Kitchen,"111 Louis Annemill Lp, Brundidge, AL 36010, United States",,+1 334-344-0052,9,4.6,No,No,Yes,Soul food restaurant, · Closes 3PM,None Found,Brundidge
Patriot Trucking LLC,"889 Martin Luther King Jr Dr, Brundidge, AL 36010, United States",,+1 334-905-0130,27,4.6,No,No,No,Trucking company, · Closes 4PM,None Found,Brundidge
Pizza Palace,"112 S Main St, Brundidge, AL 36010, United States",,+1 334-735-9555,110,4.2,No,No,No,Pizza restaurant, · Closes 7PM,None Found,Brundidge
Island Girl Cafe,"115 S A Graham Blvd, Brundidge, AL 36010, United States",facebook.com,+1 334-465-5396,30,4.9,No,No,No,Restaurant,,None Found,Brundidge
Hobo Pantry,"438 S A Graham Blvd, Brundidge, AL 36010, United States",hobopantry.com,+1 334-735-2999,16,2.8,No,No,No,Convenience store,,"Convenience store chain providing drinks, snacks & fast food (most sell gas & have ATM machines).",Brundidge
T&W Soul Food,"111 Louise Ann Mill Loop, Brundidge, AL 36010, United States",facebook.com,+1 334-536-0271,3,5.0,No,No,No,Soul food restaurant,,None Found,Brundidge
Citgo,"438 S A Graham Blvd, Brundidge, AL 36010, United States",citgo.com,+1 334-735-2999,134,4.1,No,No,No,Gas station,,None Found,Brundidge
Subway,"421 S A Graham Blvd Unit 1 & 2, Brundidge, AL 36010, United States",restaurants.subway.com,+1 334-735-9811,137,3.4,No,Yes,Yes,Sandwich shop, · Closes 10PM,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",Brundidge
Moultry's Service Center,"646 N Main St, Brundidge, AL 36010, United States",moultrysservicecenter.com,+1 334-735-3370,42,4.7,No,No,No,Auto repair shop, · Closes 5PM,None Found,Brundidge
Burrito Jalisco #3,"22885 John T Reid Pkwy, Scottsboro, AL 35768, United States",burritojalisco3.com,+1 938-220-3898,50,4.7,No,No,Yes,Mexican restaurant, · Closes 10PM,None Found,Scottsboro
Forty six 64,"Check Facebook for our hours, location, and menu, 4664 Swearengin Rd, Scottsboro, AL 35769, United States",facebook.com,+1 256-529-0116,28,4.8,No,No,Yes,Restaurant,,None Found,Scottsboro
50 Taters,"1497 County Park Rd, Scottsboro, AL 35769, United States",bizfindlist.com,+1 256-259-3222,2192,4.5,No,No,Yes,Restaurant, · Closes 8PM,None Found,Scottsboro
Pappy's Place,"125 N Broad St, Scottsboro, AL 35768, United States",pappysplacestevenson.com,+1 256-594-6869,364,4.4,No,Yes,Yes,Restaurant, · Closes 8PM,None Found,Scottsboro
Gear Jammers Restaurant,"1611 S Broad St, Scottsboro, AL 35768, United States",gear-jammers.yeeq.io,+1 256-609-5879,199,4.7,No,No,Yes,Restaurant, · 2PM · Opens 6AM Sat,None Found,Scottsboro
Holy Smokes Barbeque,"108 Tupelo Pike, Scottsboro, AL 35768, United States",,+1 256-609-8738,328,4.3,No,No,Yes,Barbecue restaurant, · Closes 7PM,None Found,Scottsboro
Pikeville Store & Grill,"5182 Co Rd 21, Scottsboro, AL 35768, United States",,+1 256-594-3400,262,4.7,No,No,Yes,American restaurant, · 2:30PM · Opens 10AM Sat,None Found,Scottsboro
Don Rafa Mexican Grill Inc,"123 W Smith St, Butler, AL 36904, United States",facebook.com,+1 205-459-3355,283,4.6,No,No,Yes,Mexican restaurant, · Closes 9PM,None Found,Butler
A Slab and More BBQ,"803 E Pettus St, Demopolis, AL 36732, United States",,+1 334-289-0084,353,4.6,No,No,No,Barbecue restaurant, · Closes 8PM,None Found,Demopolis
Canecutters,"801 AL-8, Demopolis, AL 36732, United States",,+1 334-289-1181,124,4.6,No,No,Yes,American restaurant, · Opens 10:30AM Mon,None Found,Demopolis
Batter Up Sports Bar and Grill,"507 US-80, Demopolis, AL 36732, United States",,+1 334-287-1222,273,4.0,No,No,Yes,Bar & grill, · Closes 9PM,None Found,Demopolis
Demopolis Food Pantry,"410 N Main Ave, Demopolis, AL 36732, United States",trinitydemopolis.dioala.org,+1 334-289-3363,4,5.0,No,No,No,Food bank, · Opens 6:30AM Wed,None Found,Demopolis
Sysco Central Alabama - Food Distributor & Restaurant Supplies,"1000 Sysco Dr, Calera, AL 35040, United States",cloud.email.sysco.com,+1 205-668-0001,285,3.5,No,No,No,Food products supplier,Open · Closes 5PM,None Found,Calera
The Pecan Downtown Camden,"110 Broad St, Camden, AL 36726, United States",thepecandowntown110.com,+1 334-455-3151,105,4.7,No,Yes,Yes,Restaurant, · Closes 5PM,None Found,Camden
Jackson's Station,"123 Broad St, Camden, AL 36726, United States",facebook.com,+1 334-682-9089,280,4.3,No,No,Yes,Chicken restaurant, · Closes 8PM,None Found,Camden
Gaines Ridge Dinner Club,"933 AL-10, Camden, AL 36726, United States",wilcoxwebworks.com,+1 334-682-9707,31,4.8,No,No,Yes,American restaurant, · Opens 5:30PM,None Found,Camden
Larry's Drive In,"5 Camden Bypass, Camden, AL 36726, United States",,+1 334-682-4069,293,4.3,No,No,Yes,Takeout Restaurant, · Closes 8PM,None Found,Camden
Rack & Reel Sports Grill,"14 Camden Bypass, Camden, AL 36726, United States",placeid.site,+1 334-682-9111,141,4.2,No,No,Yes,Barbecue restaurant, · Opens 5PM,None Found,Camden
Hardee's,"35 AL-41, Camden, AL 36726, United States",locations.hardees.com,+1 334-682-4147,403,3.6,No,No,Yes,Fast food restaurant, · Closes 9PM,"Fast-food chain serving fried chicken, big burgers & made-from-scratch breakfast biscuits.",Camden
Camphillexpress,"24540 Old Hwy 280, Camp Hill, AL 36850, United States",,+1 256-896-1234,15,4.3,No,No,No,Gas station, · Closes 10:30PM,None Found,Camp Hill
DredgeEats,"124 Snug Harbor Rd, Grant, AL 35747, United States",124snugharbor.com,+1 256-302-1316,17,4.8,No,No,No,Food producer, · Closes 7PM,None Found,Camp Hill
Burnt Knuckles Grill,"2433 N Brindlee Mountain Pkwy, Arab, AL 35016, United States",facebook.com,+1 256-640-8475,195.0,4.7,No,Yes,Yes,Restaurant, · Closes 8PM,None Found,Arab
Truckie Cheese Food Truck,,truckiecheese.com,,,,No,No,No,Mobile caterer,,None Found,Arab
Rolling T Truck Stop & Cafe,"2830 Nauvoo Rd, Carbon Hill, AL 35549, United States",,+1 205-924-6302,1163,4.3,No,No,Yes,Truck stop,,None Found,Carbon Hill
Rolling T Truck Stop & Cafe,"2830 Nauvoo Rd, Carbon Hill, AL 35549, United States",,+1 205-924-8484,426,4.4,No,No,Yes,American restaurant, · Closes 9PM,None Found,Carbon Hill
Traveler's Cafe,"2830 Nauvoo Rd, Nauvoo, AL 35578, United States",,+1 205-924-6302,23,4.3,No,No,No,Truck stop,Open · Closes 6PM,None Found,Carbon Hill
Smooth Smoque BBQ Truck,"5909 Ardmore Hwy, 5909 AL-53, Harvest, AL 35749, United States",,+1 256-348-0035,18,5.0,No,No,Yes,Barbecue restaurant, · Opens 11AM Sat,None Found,Carbon Hill
Smooth Smoque BBQ Truck,"31040 NE 1st Ave Suite 2, Carbon Hill, AL 35549, United States",restaurants.subway.com,+1 205-924-6161,99,4.1,No,Yes,Yes,Sandwich shop, · Closes 9:30PM,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",Carbon Hill
"Speedy Gonzales Tacos, LLC.","2210 US-431, Boaz, AL 35957, United States",speedytacos.net,+1 256-593-9300,771,4.7,No,Yes,Yes,Mexican restaurant, · Closes 7PM,None Found,Boaz
Bubba Ritos,"2276 US-431, Boaz, AL 35957, United States",facebook.com,+1 256-281-6070,638,4.4,No,No,Yes,Mexican restaurant,Open · Closes 9PM,None Found,Boaz
Fast Fixing Foods,"1481 US-431 #35957, Boaz, AL 35957, United States",fastfixinfoods.com,+1 256-593-7221,57,4.4,No,No,No,Restaurant supply store, · Closes 7AM Sat,None Found,Boaz
AlaTrade Foods - Boaz,"695 Henderson Ave W, Boaz, AL 35957, United States",alatrade.com,+1 256-593-3152,135,2.5,No,No,No,Meat processor, · Closes 7AM Sat,None Found,Boaz
STREET TACOS ITALIAN BISTRO BAR & GRILL,"1679 7th St S, Clanton, AL 35045, United States",,+1 205-738-8637,73,4.6,No,Yes,Yes,Restaurant, · Closes 9:30PM,None Found,Clanton
Lola’s Lumpia Food Truck,"4831 Mixson Ave, North Charleston, SC 29405, United States",lolaslumpiafoodtruck.com,+1 843-619-1461,85,4.7,No,Yes,Yes,Restaurant,Open · Closes 8PM,None Found,Carolina
Russell's Rising Smoke,"1030 AL-13, Haleyville, AL 35565, United States",,+1 205-486-7427,494,4.3,No,No,Yes,Restaurant, · Closes 9PM,None Found,Haleyville
Haleyville CDL Training LLC,"42451 AL-195 Suite 107, Haleyville, AL 35565, United States",safer.fmcsa.dot.gov,+1 205-494-2517,54,4.9,No,No,No,Truck driving school, · Closes 5PM,None Found,Haleyville
13 Grill,"812 AL-13, Haleyville, AL 35565, United States",,+1 205-486-9606,171,4.2,No,No,Yes,Restaurant, · Closes 7:30PM,None Found,Haleyville
13 Grill,"42469 AL-195, Haleyville, AL 35565, United States",guthrieschicken.com,+1 205-485-1135,112,4.1,No,No,Yes,Chicken restaurant, · Closes 9PM,"Long-running chain serving fried chicken fingers, salads & Southern-style sweet tea.",Haleyville
Guthries,"42469 AL-195, Haleyville, AL 35565, United States",guthrieschicken.com,+1 205-485-1135,112,4.1,No,No,Yes,Chicken restaurant, · Closes 9PM,"Long-running chain serving fried chicken fingers, salads & Southern-style sweet tea.",Haleyville
McDonald's,"2006 11th Ave, Haleyville, AL 35565, United States",mcdonalds.com,+1 205-486-5859,1060,3.3,No,No,Yes,Fast food restaurant,Open · Closes 12AM,"Classic, long-running fast-food chain known for its burgers & fries.",Haleyville
Jolly Dans Hardware & General Store,"2200 11th Ave, Haleyville, AL 35565, United States",facebook.com,+1 205-486-2528,153,4.7,Yes,No,No,Hardware store, · Closes 6PM,None Found,Haleyville
Tractor Supply Co.,"42475 AL-195, Haleyville, AL 35565, United States",tractorsupply.com,+1 205-235-3001,14,4.5,Yes,Yes,Yes,Animal feed store, · Closes 9PM,None Found,Haleyville
Tractor Supply Co.,"42475 AL-195, Haleyville, AL 35565, United States",thafoodtruck.com,+1 256-721-2221,10,3.4,No,No,No,Mobile caterer,,None Found,Haleyville
Tha Food Truck,"1158 Wall Triana Hwy SW A, Madison, AL 35756, United States",thafoodtruck.com,+1 256-721-2221,10,3.4,No,No,No,Mobile caterer,,None Found,Haleyville
Walmart Supercenter,"42466 AL-195, Haleyville, AL 35565, United States",walmart.com,+1 205-486-9498,1396,4.1,Yes,Yes,Yes,Department store,Open · Closes 11PM,None Found,Haleyville
Big Potato Company,"49 N Mt Pleasant Ave, Monroeville, AL 36460, United States",bigpotatocompany.com,+1 251-743-3033,29.0,3.8,No,No,Yes,Restaurant, · Closes 5:30PM,None Found,Monroeville
Cherry Street Bar-B-Q,"3 Rutherford St, Monroeville, AL 36460, United States",,+1 251-575-2668,16.0,5.0,No,No,Yes,Barbecue restaurant, · Opens 11AM Sat,None Found,Monroeville
Cow Cart Kitchen,"3371 S Alabama Ave, Monroeville, AL 36460, United States",,,,,No,No,Yes,Restaurant,,None Found,Monroeville
Castleberry Food,"4111 US-31, Castleberry, AL 36432, United States",usabrandly.top,,2,3.0,No,No,No,Gas station,,None Found,Castleberry
The Fiery Fowl Food Truck,,drivebytacos.com,,2,3.0,No,No,No,Mobile caterer,,None Found,Castleberry
Chuck Wagon Enterprise Food Truck,"Boll Weevil Cir, Enterprise, AL 36330, United States",chuckwagonenterprise.square.site,+1 251-216-9310,168,4.0,Yes,Yes,No,Dollar store, · Closes 10PM,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",Castleberry
Dollar General,"2612 S Jackson St, Castleberry, AL 36432, United States",dollargeneral.com,+1 251-216-9310,168,4.0,Yes,Yes,No,Dollar store, · Closes 10PM,"Bargain retail chain selling a range of household goods, groceries, beauty products & more.",Castleberry
Mary Ruth’s Restaurant,"261 AL-106, Georgiana, AL 36033, United States",facebook.com,+1 334-362-4009,459,4.9,No,No,No,Restaurant,,None Found,Castleberry
Southern Smokeshack BBQ & Catering,,,+1 334-300-9809,5,5.0,No,No,No,Caterer, · Opens 4PM,None Found,Wetumpka
Hog Rock Bar-B-Q,"7585 US-231, Wetumpka, AL 36092, United States",toasttab.com,+1 334-567-4545,1018,4.3,No,Yes,Yes,Barbecue restaurant, · Closes 8PM,None Found,Wetumpka
WOW on Bridge Street,"121 E Bridge St, Wetumpka, AL 36092, United States",facebook.com,+1 334-639-0010,216,4.7,No,Yes,No,Caterer, · 2PM · Reopens 4PM,None Found,Wetumpka
"Boss Babe Burgers, LLC.",,bossbabeburgers.com,+1 334-922-0016,6,5.0,No,No,No,Mobile caterer, · Closes 8PM,None Found,Wetumpka
La Cabaña,"4055 AL-9 N, Cedar Bluff, AL 35959, United States",bizloc.me,+1 256-779-8181,520,4.4,No,No,Yes,Mexican restaurant, · Closes 10PM,None Found,Cedar Bluff
"KT Pho Asian Restaurant - Cedar Bluff, AL","4758 AL-68, Cedar Bluff, AL 35959, United States",,+1 256-779-6192,79,4.0,No,No,Yes,Asian restaurant, · Closes 9PM,None Found,Cedar Bluff
Tony's Pizza & Subs,"3812 AL-9, Cedar Bluff, AL 35959, United States",,+1 256-779-6019,184,4.1,No,No,Yes,Sandwich shop, · Closes 9:30PM,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",Cedar Bluff
Subway,"3835 AL-9, Cedar Bluff, AL 35959, United States",restaurants.subway.com,+1 256-779-6019,184,4.1,No,No,Yes,Sandwich shop, · Closes 9:30PM,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",Cedar Bluff
Nomads Road Dogs,,nomadsroaddogs.com,+1 256-299-7769,35,5.0,No,No,No,Mobile caterer,,None Found,Cedar Bluff
Taqueria De Leon,,,+1 706-346-1146,23,4.6,No,No,No,Mobile caterer, · Closes 11PM,None Found,Cedar Bluff
Straight Mountain Catering,,straightmountaincatering.com,+1 205-282-0602,71,4.7,No,No,No,Caterer,,None Found,Cedar Bluff
RyanO's Wings,"810 Florala Hwy, Opp, AL 36467, United States",ryanoswings.com,+1 443-597-3001,42,4.7,No,Yes,Yes,Restaurant, · Closes 8PM,None Found,Opp
Wheelhouse,"105 E Hart Ave, Opp, AL 36467, United States",mymenuweb.com,+1 334-764-6482,382,4.3,No,No,Yes,Restaurant, · Closes 9PM,None Found,Opp
Hook's Bar-B-Q,"601 US-331 BUS, Opp, AL 36467, United States",hooks-bar-b-q.poi.place,+1 334-493-4060,299,4.5,No,No,Yes,Barbecue restaurant, · Closes 8PM,None Found,Opp
Food Services Inc.,"304 AL-52, Opp, AL 36467, United States",fsi-vending.com,+1 334-493-4505,3,5.0,No,No,No,Food products supplier,,None Found,Opp
Jack's Family Restaurant,"518 Florala Hwy, Opp, AL 36467, United States",locations.eatatjacks.com,+1 334-370-9248,553,3.6,No,No,Yes,Fast food restaurant, · Closes 12AM,"Fast-food chain serving standard American eats such as burgers, fries & milkshakes.",Opp
Redd’s Hot Dogs,"21910 AL-59, Robertsdale, AL 36567, United States",,,54,4.9,No,No,Yes,Hot dog restaurant, · Closes 3PM,None Found,Robertsdale
Southern Soul Food Truck,"13765 Co Rd 32, Summerdale, AL 36580, United States",,+1 251-321-5650,2,5.0,No,No,No,Caterer,,None Found,Robertsdale
CroixStreet Vegan Food Truck (Check Routes For Location),"124 Pinson Plaza, Pinson, AL 35126, United States",croixstreetvegan.com,,17,4.6,No,No,Yes,Vegan restaurant, · Opens 5PM,None Found,Center Point
Taquería Valencia,"608 Springville Rd, Birmingham, AL 35215, United States",facebook.com,+1 205-962-8540,59,4.7,No,No,Yes,Restaurant, · Closes 10:30PM,None Found,Center Point
Tacos El Canelo,,,+1 205-834-0852,23,5.0,No,No,No,Mobile caterer,,None Found,Center Point
Lonchera Los Vargas,"5100 Pinson Valley Pkwy, Birmingham, AL 35215, United States",,,24,5.0,No,No,No,Family restaurant,,None Found,Center Point
TriGreen Equipment,"1050 Clarence E Chesnut Jr Bypass, Centre, AL 35960, United States",trigreenequipment.com,+1 256-927-2300,68,4.3,Yes,Yes,Yes,Tractor dealer, · Closes 5PM,None Found,Centre
Wendy's,"2060 W Main St, Centre, AL 35960, United States",locations.wendys.com,+1 256-927-7470,806,3.7,No,No,Yes,Fast food restaurant,Open · Closes 11PM,Fast-food burger chain serving sides such as chili & baked potatoes.,Centre
Todd Farms,"19326 US-431 S, Headland, AL 36345, United States",toddfarms.com,+1 334-693-2004,631,4.7,Yes,Yes,No,General store, · Closes 5PM,None Found,Headland
Hacienda Azul,"17879 US-431, Headland, AL 36345, United States",places.singleplatform.com,+1 334-785-5468,249,4.3,No,No,Yes,Mexican restaurant, · Closes 9PM,None Found,Headland
Rodeo’s Mexican Restaurant,"17960 US-431, Headland, AL 36345, United States",facebook.com,+1 334-693-0990,567,4.3,No,No,Yes,Mexican restaurant, · Closes 10PM,None Found,Headland
The Bottle Tree,"11 Grove St, Headland, AL 36345, United States",theheadlandbottletree.com,+1 334-350-6744,126,4.8,No,Yes,Yes,Restaurant, · Opens 5:30PM,None Found,Headland
Sister's Soul Express,"302 E Main St, Headland, AL 36345, United States",,+1 334-814-0691,9,4.9,No,No,Yes,Family restaurant, · 2PM · Opens 10:30AM Sun,None Found,Headland
Eldorado Steakhouse,"16444 US-431, Headland, AL 36345, United States",facebook.com,+1 334-693-0507,624,4.4,No,No,Yes,Steak house, · Closes 10PM,None Found,Headland
Golden Peanut Co,"55 E Railroad St, Headland, AL 36345, United States",goldenpeanut.com,+1 334-693-3332,41,4.3,No,No,No,Food products supplier, · Closes 4PM,None Found,Headland
Southern Livin',,,+1 334-843-1111,5,5.0,No,No,No,Mobile caterer, · Closes 4PM,None Found,Headland
JyB’s,"1 Grove St, Headland, AL 36345, United States",m.facebook.com,+1 334-785-5187,12,4.1,No,No,Yes,Bar,,None Found,Headland
Southern Meat Processing,"19990 US-431, Headland, AL 36345, United States",,+1 334-693-9299,5,4.8,No,No,No,Butcher shop, · Closes 4PM,None Found,Headland
Heards BBQ And Soul Food,"901 Birmingham Rd, Centreville, AL 35042, United States",facebook.com,+1 334-543-6856,205,4.7,No,No,Yes,Barbecue restaurant, · Opens 12PM Sat,None Found,Centreville
The City Cafe,"1200 Walnut St, Centreville, AL 35042, United States",facebook.com,+1 205-955-6611,37,4.2,No,Yes,Yes,Restaurant,Closes soon · 2PM · Opens 6AM Sat,None Found,Centreville
Burro borracho,"31 Pelham St, Chatom, AL 36518, United States",,+1 251-847-6400,98.0,4.5,No,No,No,Mexican restaurant, · Closes 10PM,None Found,Chatom
Hot Stuff Pizza,"17050 Jordan St, Chatom, AL 36518, United States",,+1 251-847-3858,,,No,No,No,Pizza restaurant,,None Found,Chatom
ROYAL EATS,"1004 N McKenzie St, Foley, AL 36535, United States",royal-eats.com,+1 251-234-3432,3,5.0,No,No,Yes,Restaurant,,None Found,Foley
Cousins Maine lobster food truck,"2601 S McKenzie St, Foley, AL 36535, United States",,,3,4.0,No,No,No,American restaurant,,None Found,Foley
Chew Chew Truck,,,+1 251-284-0309,1,5.0,No,No,No,Mobile caterer,,None Found,Foley
Hattie's Soul Food Restaurant,"15397A AL-59, Foley, AL 36535, United States",hattiessoulfood.com,+1 251-202-4929,393,4.7,No,Yes,Yes,Soul food restaurant,Open · Closes 7PM,None Found,Foley
Wacked Out Weiner,"215 E Laurel Ave, Foley, AL 36535, United States",wackedoutweiner.com,+1 251-971-9225,642,4.8,No,Yes,Yes,Hot dog restaurant, · Closes 3PM,None Found,Foley
GG'S FOOD TRUCK,"16585 US-280 ste a, Chelsea, AL 35043, United States",,+1 706-402-4269,1.0,5.0,No,No,No,Food producer, · Closes 7:30PM,None Found,Chelsea
On The Run Concessions,"Lime Creek Dr, Chelsea, AL 35043, United States",ontherunconcessions.com,+1 205-383-6069,6.0,5.0,No,No,No,Catering food and drink supplier, · Closes 5PM,None Found,Chelsea
Tacos Veracruz,"11369 US-280, Sterrett, AL 35147, United States",smartonlineorder.com,+1 205-243-4261,77.0,4.6,No,No,Yes,Taco restaurant, · Opens 8:30AM Sat,None Found,Chelsea
Tacos Veracruz,"11369 US-280, Sterrett, AL 35147, United States",smartonlineorder.com,+1 205-677-2158,875.0,4.5,No,No,Yes,Restaurant, · Closes 10PM,None Found,Chelsea
Station 31 Kitchen,"104 Chesser Dr, Chelsea, AL 35043, United States",facebook.com,+1 205-677-2158,,,No,No,No,Restaurant, · Closes 7:30PM,None Found,Chelsea
The Fort Park,"29001 Bass Pro Dr, Spanish Fort, AL 36527, United States",thefortpark.com,+1 251-263-0422,457,4.4,No,No,Yes,Food court, · Closes 8PM,None Found,Spanish Fort
Felix's Fish Camp Restaurant,"1530 Battleship Pkwy, Spanish Fort, AL 36527, United States",felixsfishcamp.com,+1 251-626-6710,7822,4.5,No,No,Yes,Seafood restaurant,Open · Closes 10PM,She-crab soup & crawfish-smothered pork chops star at this rustic hideaway on Mobile Bay Causeway.,Spanish Fort
Cilantro Taco Shoppe,"3229 Rainbow Dr, Rainbow City, AL 35906, United States",cilantrotacoshoppe.com,+1 256-459-4613,49,4.7,No,No,No,Restaurant, · Closes 11PM,None Found,Rainbow City
Quick Fixx food truck,"Food truck, 1930 Rainbow Dr, Gadsden, AL 35901, United States",,,5,4.6,No,No,Yes,Fast food restaurant,,None Found,Rainbow City
Taquería Garnachitas,"901 Decatur Hwy, Gardendale, AL 35071, United States",,+1 205-516-8686,148,4.9,No,No,Yes,Mexican restaurant, · Closes 9PM,None Found,Gardendale
Pasteles La MoreliAna Truck,,squarespace.com,+1 205-308-4499,5,5.0,No,No,Yes,Bakery,,None Found,Gardendale
J J's,"8225 US-72, Cherokee, AL 35616, United States",,+1 256-359-4080,388,4.4,No,No,Yes,American restaurant, · Closes 9PM,None Found,Cherokee
Roll Cajun Boudin,"2208 6th Ave S, Birmingham, AL 35233, United States",rollcajun.com,+1 205-908-4722,485,4.9,No,Yes,Yes,Cajun restaurant, · Closes 10PM,None Found,Cherokee
The Pink Pig Bbq Restaurant,"15375 AL-24, Moulton, AL 35650, United States",,+1 256-522-8411,131,4.5,No,No,No,Restaurant, · Closes 8PM,None Found,Cherokee
Butcher Paper BBQ,"128 Columbus Pkwy, Opelika, AL 36801, United States",butcherpaperbbq.com,+1 334-748-9008,911,4.5,No,Yes,Yes,Barbecue restaurant,Open · Closes 8PM,None Found,Cherokee
TASTY TATERS,"Huguley, AL 36863, United States",,,12,5.0,No,No,No,Restaurant,,None Found,Valley
Cave City BBQ (food truck),"5491 Main Dr, New Hope, AL 35760, United States",cavecitybbq.com,+1 256-679-0849,12,4.7,No,Yes,Yes,Restaurant,,None Found,Valley
Lisa’s Home Cooking,"12529 Lee Rd 379, Valley, AL 36854, United States",,+1 706-773-0149,8,4.6,No,No,No,American restaurant, · Closes 9PM,None Found,Valley
Sunny's Home Cooking,"7380 Fairfax Bypass, Valley, AL 36854, United States",facebook.com,+1 334-756-2500,1086,4.2,No,No,Yes,American restaurant, · Closes 9PM,None Found,Valley
Shipyard Café,"101 Telegraph Rd, Chickasaw, AL 36611, United States",shipyardcafe.com,+1 251-457-0066,516,4.5,No,Yes,Yes,Restaurant,Open · Closes 10PM,None Found,Chickasaw
